procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  68516 62927180  13492 883644    0    0     0     4 1046   60  2  0 98  0  0
 1  0  68516 62927180  13492 883644    0    0     0     0 1094   58  2  0 98  0  0
 1  0  68516 62927180  13492 883644    0    0     0     0 1107  162  2  0 98  0  0
 1  0  68516 62927164  13492 883644    0    0     0     0 1115   60  2  0 98  0  0
 1  0  68516 62927164  13492 883644    0    0     0     0 1040   56  2  0 98  0  0
 1  0  68516 62927164  13492 883644    0    0     0     0 1094   60  2  0 98  0  0
 1  0  68516 62927164  13492 883644    0    0     0     4 1095  158  2  0 98  0  0
 1  0  68516 62927164  13492 883644    0    0     0     0 1094   58  2  0 98  0  0
 1  0  68516 62927164  13492 883644    0    0     0     0 1049   60  2  0 98  0  0
 1  0  68516 62927164  13492 883644    0    0     0     0 1089   58  2  0 98  0  0
 1  0  68516 62927164  13492 883644    0    0     0     0 1093  152  2  0 98  0  0
 1  0  68516 62927164  13492 883644    0    0     0     0 1092   60  2  0 98  0  0
 1  0  68516 62927164  13492 883644    0    0     0    14 1085   94  2  0 98  0  0
 1  0  68516 62927148  13492 883644    0    0     0     0 1113   60  2  0 98  0  0
 1  0  68516 62927148  13492 883644    0    0     0     0 1092  156  2  0 98  0  0
 1  0  68516 62927148  13492 883644    0    0     0     0 1096   58  2  0 98  0  0
 1  0  68516 62927148  13492 883644    0    0     0     0 1042   58  2  0 98  0  0
 2  0  68516 62927148  13492 883644    0    0     0     8 1103   68  2  0 98  0  0
 1  0  68516 62927148  13492 883644    0    0     0     0 1093  156  2  0 98  0  0
 1  0  68516 62927148  13492 883644    0    0     0     0 1094   58  2  0 98  0  0
 1  0  68516 62927148  13492 883644    0    0     0     0 1040   56  2  0 98  0  0
 1  0  68516 62927148  13492 883644    0    0     0     0 1094   60  2  0 98  0  0
 1  0  68516 62927148  13492 883644    0    0     0     0 1110  162  2  0 98  0  0
 1  0  68516 62927132  13492 883644    0    0     0     4 1116   66  2  0 98  0  0
 1  0  68516 62927132  13492 883644    0    0     0     0 1046   56  2  0 98  0  0
 1  0  68516 62927132  13492 883644    0    0     0     0 1090   60  2  0 98  0  0
 1  0  68516 62927132  13492 883644    0    0     0     0 1099  156  2  0 98  0  0
 1  0  68516 62927132  13492 883644    0    0     0     0 1090   58  2  0 98  0  0
 1  0  68516 62927132  13492 883644    0    0     0     0 1045   56  2  0 98  0  0
 0  1  68516 62926636  13492 884296    0    0   444     4  794  162  1  0 99  0  0
 0  1  68516 62925644  13492 885600    0    0  1304     0  229  400  0  0 100  0  0
 0  1  68516 62922208  13492 887556    0    0  1496     0  218  306  0  0 100  0  0
 0  1  68516 62919728  13492 888208    0    0  1412     0  179  304  0  0 100  0  0
 0  1  68516 62917232  13492 889512    0    0  1372     0  240  306  0  0 100  0  0
 0  1  68516 62914504  13492 891468    0    0  1464     8  248  404  0  0 100  0  0
 0  1  68516 62911528  13492 892120    0    0  1524     0  249  320  0  0 100  0  0
 0  1  68516 62909048  13600 893968    0    0  1544     0  228  302  0  0 100  0  0
 0  1  68516 62906072  13600 895272    0    0  1392     0  212  298  0  0 100  0  0
 0  1  68516 62904336  13600 896652    0    0  1356     0  210  384  0  0 100  0  0
 0  1  68516 62901856  13600 898608    0    0  1452     0  212  300  0  0 100  0  0
 0  1  68516 62898880  13600 899912    0    0  1448     4  173  302  0  0 100  0  0
 0  1  68516 62895904  13600 901216    0    0  1452     0  218  302  0  0 100  0  0
 0  1  68516 62892432  13600 902884    0    0  1544    13  243  420  0  0 100  0  0
 0  1  68516 62890060  13600 904188    0    0  1540     0  238  310  0  0 100  0  0
 0  1  68516 62887084  13708 906036    0    0  1532     0  194  302  0  0 100  0  0
 0  1  68516 62884604  13828 907220    0    0  1584     0  243  290  0  0 100  0  0
 0  1  68516 62881876  14052 909028    0    0  1628     4  276  396  0  0 100  0  0
 0  1  68516 62878900  14124 910260    0    0  1540     0  226  292  0  0 100  0  0
 0  1  68516 62875924  14124 911564    0    0  1456     0  165  296  0  0 100  0  0
 0  1  68516 62873444  14124 912868    0    0  1408     0  209  292  0  0 100  0  0
 0  1  68516 62870220  14232 914428    0    0  1656     0  240  394  0  0 100  0  0
 0  1  68516 62867244  14232 916384    0    0  1448     0  214  296  0  0 100  0  0
 0  1  68516 62864268  14344 917576    0    0  1572     4  217  318  0  0 100  0  0
 0  1  68516 62861772  14344 919532    0    0  1420     0  236  295  0  0 100  0  0
 0  1  68516 62858532  14344 920184    0    0  1588     4  220  404  0  0 100  0  0
 0  1  68516 62856052  14344 921488    0    0  1520     0  221  306  0  0 100  0  0
 0  1  68516 62853076  14344 923444    0    0  1540     0  164  292  0  0 100  0  0
 0  1  68516 62849604  14344 924748    0    0  1532     0  217  304  0  0 100  0  0
 0  1  68516 62847372  14344 926780    0    0  1420     4  211  388  0  0 100  0  0
 0  1  68516 62844396  14344 928084    0    0  1496     0  214  298  0  0 100  0  0
 1  1  68516 62841420  14344 929388    0    0  1492     0  609  305  1  0 99  0  0
 1  1  68516 62838444  14468 930568    0    0  1628     0 1287  360  2  0 98  0  0
 1  1  68516 62835716  14468 932888    0    0  1456     0 1260  444  2  0 98  0  0
 1  1  68516 62832724  14468 933540    0    0  1568     0 1275  354  2  0 98  0  0
 1  1  68516 62829748  14468 935496    0    0  1456     4 1198  348  2  0 98  0  0
 1  1  68516 62827764  14468 937452    0    0  1548     0 1254  366  2  0 98  0  0
 1  1  68516 62824292  14468 938756    0    0  1552     0 1245  436  2  0 98  0  0
 1  1  68516 62821316  14468 939408    0    0  1464     0 1240  340  2  0 98  0  0
 1  1  68516 62818836  14468 941364    0    0  1568     0 1194  338  2  0 98  0  0
 1  1  68516 62815860  14468 943320    0    0  1520     0 1260  350  2  0 98  0  0
 1  1  68516 62812884  14468 944048    0    0  1432     8 1244  442  2  0 98  0  0
 1  1  68516 62809908  14468 946004    0    0  1504     0 1248  348  2  0 98  0  0
 1  1  68516 62806932  14468 947960    0    0  1440    48 1221  364  2  0 98  0  0
 1  1  68516 62803876  14468 949264    0    0  1568     0 1264  346  2  0 98  0  0
 1  1  68516 62801396  14588 950160    0    0  1584     0 1266  436  2  0 98  0  0
 1  1  68516 62798420  14588 952116    0    0  1604     0 1252  354  2  0 98  0  0
 1  1  68516 62795444  14588 954072    0    0  1512     4 1202  358  2  0 98  0  0
 1  1  68516 62791972  14844 955772    0    0  1792     0 1297  336  2  0 98  0  0
 1  1  68516 62789160  14844 956424    0    0  1448     0 1269  430  2  0 98  0  0
 1  1  68516 62786184  14844 957728    0    0  1568     0 1264  352  2  0 98  0  0
 1  1  68516 62783208  14844 959684    0    0  1508     0 1189  338  2  0 98  0  0
 1  1  68516 62780232  14844 961640    0    0  1496     0 1231  332  2  0 98  0  0
 1  1  68516 62777736  14844 962656    0    0  1560     4 1270  464  2  0 98  0  0
 1  1  68516 62773828  14844 963960    0    0  1592     0 1270  352  2  0 98  0  0
 1  1  68516 62770852  14844 965916    0    0  1640     0 1191  344  2  0 98  0  0
 1  1  68516 62768372  14844 967872    0    0  1468     0 1241  339  2  0 98  0  0
 1  1  68516 62765644  14844 968888    0    0  1568     0 1242  446  2  0 98  0  0
 1  1  68516 62762668  14844 970192    0    0  1552     0 1239  338  2  0 98  0  0
 1  1  68516 62759692  14844 972148    0    0  1536     4 1197  354  2  0 98  0  0
 1  1  68516 62756972  14844 973452    0    0  1512     0 1271  342  2  0 98  0  0
 1  1  68516 62753748  14844 974832    0    0  1536     0 1263  444  2  0 98  0  0
 1  1  68516 62750772  14844 976788    0    0  1512     0 1237  326  2  0 98  0  0
